DATAFLOW,FREQ,REF_AREA,DATA_TYPE,CHANGE_OF_RESIDENCE,CITIZENSHIP,SEX,AGE,TERRITORY_NEXT_RESID,COUNTRY_PREV_RESID,COUNTRY_NEXT_RESID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_CHANGE_OF_RESIDENCE,NOTE_CITIZENSHIP,NOTE_SEX,NOTE_AGE,NOTE_TERRITORY_NEXT_RESID,NOTE_COUNTRY_PREV_RESID,NOTE_COUNTRY_NEXT_RESID,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2017,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2018,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2019,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2020,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2021,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y_UN17,ITTOT,X1033,X1033,2022,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2014,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2015,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2016,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2017,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2018,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2019,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2020,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2021,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2022,14,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y18-39,ITTOT,X1033,X1033,2023,4,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2014,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2015,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2016,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2017,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2018,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2019,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2021,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,2,Y40-64,ITTOT,X1033,X1033,2022,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2014,19,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2015,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2016,19,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2017,22,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2018,14,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2019,26,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2020,27,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2021,35,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2022,48,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,TOTAL,ITTOT,X1033,X1033,2023,15,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2014,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2016,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2019,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2020,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2021,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2022,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_GE65,ITTOT,X1033,X1033,2023,1,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2014,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2015,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2016,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2017,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2018,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2019,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2020,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2021,14,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y_UN17,ITTOT,X1033,X1033,2022,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2014,11,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2015,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2016,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2017,10,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2018,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2019,13,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2020,17,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2021,14,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2022,28,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y18-39,ITTOT,X1033,X1033,2023,9,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2014,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2015,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2016,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2017,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2018,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2019,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2020,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2021,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2022,10,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,999,9,Y40-64,ITTOT,X1033,X1033,2023,5,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2015,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2017,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2018,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2019,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2021,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,TOTAL,ITTOT,X1033,X1033,2022,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y_UN17,ITTOT,X1033,X1033,2015,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y_UN17,ITTOT,X1033,X1033,2019,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y18-39,ITTOT,X1033,X1033,2017,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y18-39,ITTOT,X1033,X1033,2018,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y18-39,ITTOT,X1033,X1033,2019,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y18-39,ITTOT,X1033,X1033,2021,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y18-39,ITTOT,X1033,X1033,2022,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,1,Y40-64,ITTOT,X1033,X1033,2017,1,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,2,TOTAL,ITTOT,X1033,X1033,2016,2,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,AD,2,TOTAL,ITTOT,X1033,X1033,2017,1,,,,,,,,,,,,,,
