DATAFLOW,FREQ,REF_AREA,DATA_TYPE,CHANGE_OF_RESIDENCE,CITIZENSHIP,SEX,AGE,TERRITORY_NEXT_RESID,COUNTRY_PREV_RESID,COUNTRY_NEXT_RESID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_CHANGE_OF_RESIDENCE,NOTE_CITIZENSHIP,NOTE_SEX,NOTE_AGE,NOTE_TERRITORY_NEXT_RESID,NOTE_COUNTRY_PREV_RESID,NOTE_COUNTRY_NEXT_RESID,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,TOTAL,ITTOT,X1033,X1033,2022,696,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,TOTAL,ITTOT,X1033,X1033,2023,1061,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2002,3,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2003,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2004,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2005,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2006,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2007,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2008,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2009,11,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2010,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2011,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2012,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2013,11,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2014,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2015,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2016,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2017,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2018,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2019,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2020,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2021,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2022,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_GE65,ITTOT,X1033,X1033,2023,14,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2002,161,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2003,104,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2004,130,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2005,169,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2006,139,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2007,134,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2008,172,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2009,121,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2010,101,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2011,129,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2012,96,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2013,75,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2014,62,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2015,56,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2016,57,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2017,57,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2018,68,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2019,72,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2020,45,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2021,51,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2022,84,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y_UN17,ITTOT,X1033,X1033,2023,156,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2002,211,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2003,217,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2004,358,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2005,335,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2006,308,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2007,305,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2008,362,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2009,377,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2010,350,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2011,343,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2012,309,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2013,335,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2014,277,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2015,271,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2016,276,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2017,323,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2018,346,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2019,375,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2020,307,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2021,420,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2022,514,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y18-39,ITTOT,X1033,X1033,2023,777,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2002,29,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2003,29,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2004,49,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2005,54,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2006,51,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2007,37,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2008,65,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2009,55,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2010,60,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2011,51,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2012,42,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2013,31,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2014,41,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2015,25,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2016,41,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2017,54,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2018,56,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2019,62,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2020,39,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2021,66,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2022,89,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,2,Y40-64,ITTOT,X1033,X1033,2023,114,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2002,942,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2003,1295,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2004,1720,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2005,1236,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2006,1076,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2007,1125,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2008,1391,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2009,1403,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2010,1509,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2011,1397,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2012,1202,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2013,1169,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2014,927,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2015,875,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2016,840,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2017,997,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2018,1057,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2019,1111,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2020,946,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2021,1217,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2022,1712,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,TOTAL,ITTOT,X1033,X1033,2023,2446,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2002,5,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2003,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2004,23,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2005,9,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2006,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2007,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2008,15,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2009,17,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2010,8,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2011,11,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2012,12,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2013,24,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2014,15,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2015,4,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2016,6,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2017,11,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2018,18,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2019,18,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2020,7,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2021,10,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2022,17,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_GE65,ITTOT,X1033,X1033,2023,23,p,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2002,289,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2003,235,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2004,289,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2005,374,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2006,294,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2007,320,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2008,359,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2009,280,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2010,239,,,,,,,,,,,,,,
IT1:28_185_DF_DCIS_MIGRAZIONI_2(1.0),A,ITTOT,TREG,FREIGN,TR,9,Y_UN17,ITTOT,X1033,X1033,2011,268,,,,,,,,,,,,,,
